,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
192,20240820,130500,101223,101222,102431,4870,4425,5050,4740,12,17,4915,11.580,5050,4740,12,17,108.480,8064682,3754969,4073327,17530,18965,452,7.750,29.890,11.460,8633,38391,4405,2755,4405,2670,0.040,-0.107,-0.103,237,725,GH신소재,-0.048
191,20240820,131220,100650,100649,101856,7030,6390,7520,7000,12,19,7300,26.080,7520,7000,12,19,114.880,4707041,2123217,2439134,14763,18387,464,6.670,29.770,25.910,31805,32170,5790,4950,5800,4950,0.003,-0.162,-0.156,159,753,대한과학,-0.048
190,20240820,199800,100235,100230,101441,83000,75400,85700,82300,6,17,83700,11.450,85700,82300,6,17,291.640,91862,23232,67753,917,1727,376,-0.360,11.450,3.910,7453,127,80600,64400,80600,62000,0.049,-0.029,0.048,365,226,툴젠,0.048
189,20240820,065350,95835,95832,101039,55700,50600,59000,54500,13,17,56900,16.840,59000,54500,13,17,169.590,694748,253270,429518,5590,8236,537,3.800,17.040,9.200,37665,1973,67200,41250,71100,41250,0.039,-0.025,0.014,170,520,신성델타테크,0.014
188,20240820,307870,95206,95205,100412,2110,1915,2140,2040,0,5,2135,-20.040,2140,2040,0,5,88.440,4779389,2428659,2147879,3284,3313,276,1.710,10.810,8.820,6554,3936,3760,2195,3760,1624,0.030,-0.124,-0.124,147,719,비투엔,-0.048
187,20240820,070960,95050,95050,100303,4370,3970,4485,4335,13,20,4385,14.190,4485,4335,13,20,155.970,1899836,732353,1142268,3343,4846,398,1.780,14.320,4.520,8104,526,3840,3060,3840,3055,0.033,-0.056,-0.032,213,463,모나용평,-0.048
186,20240820,188260,94959,94959,100209,5170,4695,5350,5130,0,18,5350,29.850,5350,5130,0,18,100.650,4287303,2005803,2018909,13144,14251,417,1.210,29.850,3.560,20771,4162,4120,2605,4120,2605,0.000,-0.228,-0.119,124,646,세니젠,-0.003
185,20240820,060260,94430,94429,95640,1986,1804,1990,1945,19,1,1969,9.210,1990,1945,19,1,148.130,172797,64597,95686,314,418,184,1.550,9.210,4.320,331,10678,,,,,0.004,-0.038,-0.029,130,407,뉴보텍,-0.029
184,20240820,263600,94038,94037,95240,7110,6460,7940,6850,17,20,7490,17.950,7940,6850,17,20,104.640,1418864,667469,698423,5018,5830,41,1.520,18.110,4.860,10592,688,7370,5180,8100,5180,0.011,-0.116,-0.087,126,487,덕우전자,-0.048
183,20240820,347700,93610,93610,94816,3950,3590,3950,3860,15,1,3875,8.240,3950,3860,15,1,120.250,500355,221739,266635,1324,1363,543,2.130,8.240,6.670,1919,6859,3580,1710,3580,1627,0.036,-0.044,-0.023,134,642,라이프시맨틱스,-0.023
182,20240820,079900,93119,93118,94322,21850,19820,23550,21800,12,20,22450,9.250,23550,21800,12,20,119.430,2921586,1299542,1552000,17934,20422,562,1.580,9.250,4.160,63431,17455,20550,20550,20550,20550,-0.007,-0.098,-0.073,86,383,전진건설로봇,-0.048
181,20240820,402030,93042,93035,94250,15540,14120,15730,15450,16,0,15450,9.500,15730,15450,16,0,130.170,27159,10933,14232,304,535,529,2.940,11.660,9.500,8325,416,19780,13010,23100,13010,0.008,-0.029,-0.003,394,142,코난테크놀로지,-0.003
180,20240820,019660,92842,92837,94056,659,599,650,611,17,8,624,4.170,650,611,17,8,824.750,58989,6262,51646,28,77,110,0.350,10.930,7.180,1261,3854,655,546,802,546,0.035,-0.022,-0.022,102,760,글로본,-0.022
179,20240820,389500,92832,92827,94040,22550,20500,23850,22350,15,4,22550,14.000,23850,22350,15,4,113.140,303962,137704,155792,3043,3509,505,2.510,14.000,8.210,6739,12911,20500,12600,24550,12600,0.016,-0.078,-0.044,85,212,에스비비테크,-0.048
178,20240820,039980,92814,92811,94019,2500,2270,2585,2495,12,14,2505,12.330,2585,2495,12,14,116.130,3145158,1412644,1640527,3605,4972,529,3.000,12.330,10.130,7819,392,3160,1975,3725,1975,0.144,-0.012,0.144,268,98,폴라리스AI,0.120
177,20240820,461030,92555,92554,93800,23000,20900,23400,22350,4,11,22650,21.190,23400,22350,4,11,140.930,4276070,1731125,2439667,23767,29058,549,1.080,20.920,6.780,92333,3131,21400,8510,21400,8510,0.018,-0.144,-0.138,78,692,아이엠비디엑스,-0.048
176,20240820,011500,92320,92316,93530,19110,17370,19560,18680,12,3,18820,8.600,19560,18680,12,3,106.920,4353360,2057610,2199963,23996,27205,472,2.160,8.660,7.700,81673,4694,17330,10640,17450,10640,0.145,-0.013,0.079,654,89,한농화성,0.120
175,20240820,137940,92007,92005,93218,477,433,490,463,0,17,490,13.950,490,463,0,17,196.430,2322308,768135,1508883,696,1257,110,0.550,13.490,8.510,1083,32,430,311,430,302,0.020,-0.110,-0.090,90,570,넥스트아이,-0.048
174,20240820,119650,91957,91957,93207,405,368,403,360,20,0,360,-26.230,403,360,20,0,97.750,6396184,2163884,2115301,1320,2778,191,0.550,9.260,4.610,855,522,,,,,0.214,-0.019,0.047,409,72,KC코트렐,0.120
173,20240820,085810,91829,91826,93034,1039,944,999,1000,17,3,1001,3.730,999,1000,17,3,91.340,693313,338146,308855,1040,1185,514,0.680,3.840,3.730,500,688,1047,717,1047,717,0.018,-0.050,-0.039,461,162,알티캐스트,-0.048
172,20240820,039610,91752,91746,92955,13420,12200,13470,13020,17,4,13070,15.460,13470,13020,17,4,100.160,7760465,3710606,3716584,37619,39615,520,4.500,15.550,10.420,101075,61625,11950,6950,11950,5110,0.018,-0.107,-0.098,80,694,화성밸브,-0.048
171,20240820,373200,91541,91539,92748,588,534,600,582,12,19,595,-2.780,600,582,12,19,182.070,1409658,453414,825516,375,635,279,1.200,5.560,5.270,455,1260,1725,612,1950,612,0.084,-0.057,0.074,726,392,엑스플러스,-0.048
170,20240820,001470,91415,91409,92622,653,593,718,631,13,18,662,-10.300,718,631,13,18,101.290,30528605,13736872,13914305,9584,12280,517,1.210,10.090,3.360,2325,259,,,,,0.068,-0.023,0.029,106,63,삼부토건,0.029
169,20240820,389020,91406,91406,92611,45800,41600,46400,44650,11,4,45350,10.880,46400,44650,11,4,182.750,144240,49524,90507,1506,2487,556,5.160,10.880,7.890,6455,3750,64000,37100,88800,37100,0.006,-0.047,-0.018,58,300,자람테크놀로지,-0.018
168,20240820,009470,91358,91357,92608,52100,47300,52400,51200,6,1,51300,10.920,52400,51200,6,1,186.700,140053,47227,88173,1016,1777,329,1.600,10.700,6.310,7139,1107,64500,36500,84100,36500,0.018,-0.023,-0.019,73,566,삼화전기,-0.019
167,20240820,461030,91157,91155,92403,20900,18990,21900,20600,13,19,21650,15.840,21900,20600,13,19,149.300,2391367,937269,1399366,12601,15544,549,1.110,15.300,6.980,49747,2234,21400,8510,21400,8510,0.079,-0.104,-0.098,70,692,아이엠비디엑스,-0.048
166,20240820,009730,91157,91151,92401,2125,1929,2125,1992,12,1,1998,22.200,2125,1992,12,1,78.010,5503410,2725126,2125866,5245,6187,223,3.170,22.320,3.490,11164,281,2005,1210,2090,1210,0.064,-0.014,0.064,91,50,이렘,0.060
165,20240820,110020,91104,91104,92313,3875,3520,4210,3630,18,1,3710,5.700,4210,3630,18,1,80.030,838531,401059,320964,2269,2107,417,0.570,12.260,5.700,8160,3277,,,,,0.007,-0.098,-0.047,46,481,전진바이오팜,-0.048
164,20240820,200710,90903,90902,92112,21350,19390,21550,20500,14,20,20800,8.110,21550,20500,14,20,205.080,150066,45846,94022,701,1110,545,4.220,14.050,8.630,15156,3134,27050,16420,34850,16420,0.058,-0.007,0.034,373,46,에이디테크놀로지,0.034
163,20240820,068330,90851,90846,92101,2210,2005,2195,2110,16,1,2120,22.540,2195,2110,16,1,106.550,9178421,3914799,4171277,8158,9340,464,3.310,22.250,9.150,19365,10544,1730,1172,1730,1172,0.059,-0.085,-0.085,127,760,일신바이오,0.057
162,20240820,399720,90842,90841,92050,53800,48850,56200,53400,16,19,54900,14.260,56200,53400,16,19,114.590,278224,125116,143373,2915,3579,545,4.250,14.260,8.110,14999,3119,69300,40750,87300,40750,0.051,-0.033,0.022,441,137,가온칩스,0.022
161,20240820,079190,90729,90728,91931,1056,960,998,1000,12,14,1022,1.590,998,1000,12,14,88.140,8617850,4163455,3669774,5542,6659,534,1.620,12.000,3.550,5536,884,1006,566,1006,566,0.026,-0.153,-0.149,46,675,케스피온,-0.048
160,20240820,249420,90650,90645,91852,19270,17510,20500,18940,15,0,19030,13.540,20500,18940,15,0,96.470,1686676,817374,788538,10046,11408,540,1.040,13.540,3.090,32481,1239,16760,12190,16760,12190,0.054,-0.084,-0.036,47,550,일동제약,-0.048
159,20240820,109820,90249,90246,91456,6880,6250,7100,6600,17,11,7000,16.860,7100,6600,17,11,101.350,4780087,2115042,2143690,9849,11940,346,1.950,29.890,16.860,8296,32125,5990,2300,5990,2300,0.020,-0.140,-0.124,31,556,진매트릭스,-0.048
158,20240820,044380,90058,90052,91302,461,419,501,456,3,2,461,19.430,501,456,3,2,45.820,6716021,4399126,2015789,1738,1250,480,1.620,18.650,10.790,3304,3656,397,350,459,350,0.026,-0.121,-0.108,31,670,주연테크,-0.048
157,20240820,110020,90029,90028,91242,4005,3510,4000,3520,20,15,3860,9.970,4000,3520,20,15,86.220,289457,104877,90426,619,672,417,0.720,9.970,9.220,1089,6059,,,,,0.075,-0.133,-0.084,30,481,전진바이오팜,-0.048
156,20240819,340360,143815,143809,145025,2155,1955,2175,2120,11,10,2160,22.450,2175,2120,11,10,105.530,4202826,2022788,2134730,4978,5843,373,-1.220,22.450,2.370,8504,4520,2520,1614,3220,1614,0.060,-0.021,0.016,758,725,다보링크,0.058
155,20240819,039860,143010,143003,144215,4490,4080,4590,4455,8,19,4505,23.090,4590,4455,8,19,105.300,14295004,6877588,7242007,28015,39659,447,7.240,29.930,29.890,47013,15112,3815,2785,3960,2785,0.026,-0.039,-0.008,717,748,나노엔텍,-0.008
154,20240819,950200,142455,142452,143703,5380,4890,5470,5290,9,0,5290,10.440,5470,5290,9,0,124.360,596650,257080,319693,1660,2163,447,6.940,29.930,29.890,46992,15112,4975,4020,4975,3930,0.028,-0.015,0.028,760,695,소마젠,0.028
153,20240819,131220,141649,141649,142857,5900,5360,6010,5700,18,5,5890,9.890,6010,5700,18,5,124.450,713243,306300,381179,1575,2171,464,1.760,12.820,9.890,36652,4133,5400,4950,5800,4950,0.076,-0.032,-0.017,701,746,대한과학,-0.017
152,20240819,069620,141252,141245,142459,141100,128200,141700,139800,18,11,141000,10.420,141700,139800,18,11,307.700,160574,38619,118829,2407,6579,447,7.050,29.930,29.890,46926,15076,132900,112000,132900,100600,0.004,-0.006,-0.002,653,674,대웅제약,-0.002
151,20240819,007370,140637,140637,141842,6680,6070,7250,6670,0,20,7250,29.930,7250,6670,0,20,117.650,4570264,2060825,2424592,10997,14102,377,1.320,29.930,19.240,30394,106352,5750,4890,5750,4890,0.000,-0.022,0.000,637,643,진양제약,-0.003
150,20240819,039860,135332,135330,140539,4040,3670,4185,4035,6,10,4100,12.020,4185,4035,6,10,107.820,5194759,2448742,2640137,9459,14578,447,7.160,29.930,29.890,46837,15076,3815,2785,3960,2785,0.127,-0.005,0.090,717,613,나노엔텍,0.120
149,20240819,068330,135028,135027,140232,1667,1515,1750,1641,20,1,1647,8.710,1750,1641,20,1,101.490,4176201,2016222,2046272,5605,6108,464,1.620,12.700,8.710,35590,6782,1657,1172,1657,1172,0.131,-0.022,0.050,706,630,일신바이오,0.120
148,20240819,100220,134639,134635,135846,5350,4860,5340,5100,18,1,5130,7.770,5340,5100,18,1,106.330,1026025,487250,518115,3587,4036,52,2.360,24.750,7.560,31898,5248,4860,4125,5080,4125,0.023,-0.039,-0.002,617,706,비상교육,-0.002
147,20240819,130500,134351,134346,135557,4510,4100,4560,4380,13,1,4395,17.360,4560,4380,13,1,94.220,10219001,5154810,4856798,23374,26617,452,8.190,29.880,17.220,4532,42126,3745,2755,3745,2670,0.086,-0.017,0.002,699,627,GH신소재,0.002
146,20240819,053290,133657,133652,134902,4395,3995,4540,4345,5,12,4390,25.610,4540,4345,5,12,104.410,7238973,3499246,3653680,37678,43995,52,2.570,25.460,10.710,30772,4350,3780,2880,4515,2880,0.022,-0.065,-0.002,617,702,NE능률,-0.048
145,20240819,208710,132322,132321,133526,559,508,610,541,17,0,542,5.860,610,541,17,0,103.480,1839446,877316,907869,1364,1592,40,0.070,24.680,6.090,18011,493,526,478,687,478,0.028,-0.037,0.028,760,697,바이오로그디바이스,0.028
144,20240819,058110,131731,131729,132940,3710,3370,3790,3650,19,1,3665,10.390,3790,3650,19,1,96.030,3226520,1626236,1561639,5507,7516,546,3.570,20.760,13.500,99422,110267,3515,2305,3515,2305,0.030,-0.005,0.030,667,552,멕아이씨에스,0.030
143,20240819,130500,131654,131648,132901,4060,3690,4200,3985,19,6,4010,7.080,4200,3985,19,6,82.990,5516561,2934083,2434952,11098,12246,452,5.910,29.880,7.340,4527,21729,3745,2755,3745,2670,0.191,-0.014,0.099,699,538,GH신소재,0.120
142,20240819,079190,130647,130646,131849,987,897,990,944,19,14,965,24.680,990,944,19,14,89.170,18309590,9201664,8204919,19332,22851,516,14.150,29.930,29.890,46629,14923,774,566,894,566,0.042,-0.021,0.042,731,640,케스피온,0.039
141,20240819,205470,125812,125809,131016,3205,2910,3235,3155,20,13,3215,22.480,3235,3155,20,13,119.330,95236055,43031974,51348278,73678,105565,447,7.850,29.930,29.890,46439,14923,2625,1507,2625,1505,0.003,-0.067,-0.065,501,699,휴마시스,-0.048
140,20240819,060370,125357,125355,130607,21600,19600,21450,20650,20,1,20750,5.870,21450,20650,20,1,119.920,1009961,447482,536638,3818,5382,213,0.140,5.870,1.280,20945,9276,24450,16480,24450,15680,0.010,-0.037,0.002,759,510,LS마린솔루션,0.002
139,20240819,002620,124936,124935,130144,9970,9060,9990,9280,19,2,9320,4.020,9990,9280,19,2,69.900,100312,54084,37807,1122,1163,111,-0.320,5.010,4.320,1271,992,9790,8010,10550,8010,0.004,-0.021,-0.018,483,574,제일파마홀딩스,-0.018
138,20240819,084650,124441,124436,125650,5020,4560,5210,5040,15,20,5190,17.020,5210,5040,15,20,111.860,47197595,21956206,24559377,52804,66937,447,7.280,29.930,29.890,46333,14519,4435,2290,4435,2150,0.040,-0.035,-0.017,511,658,랩지노믹스,-0.017
137,20240819,253840,124216,124215,125427,11460,10410,11470,11150,19,9,11290,22.050,11470,11150,19,9,109.070,8553463,4061157,4429646,28972,35792,447,7.220,29.930,29.890,46294,14519,9490,4725,9490,4725,0.019,-0.050,-0.047,519,740,수젠텍,-0.048
136,20240819,182360,123820,123819,125024,14410,13100,14410,14200,18,2,14340,9.550,14410,14200,18,2,233.890,158618,47356,110761,730,1450,128,0.490,9.550,5.250,2214,1920,14580,11950,15100,11950,0.002,-0.029,-0.022,488,752,큐브엔터,-0.022
135,20240819,373110,123427,123426,124629,5700,5180,5810,5450,19,7,5560,7.750,5810,5450,19,7,91.890,1106818,564741,518942,3020,3633,376,3.550,25.810,15.140,378767,86525,8470,4740,8470,4740,0.002,-0.081,-0.056,456,624,엑셀세라퓨틱스,-0.048
134,20240819,109820,122606,122603,123812,5940,5400,5990,5990,0,0,5990,29.930,5990,5990,0,0,108.360,8478289,3828616,4148800,18880,23619,447,6.880,29.930,29.890,45822,14519,4845,2300,4845,2300,0.000,0.000,0.000,436,436,진매트릭스,-0.003
133,20240819,356890,121352,121349,122559,3310,3005,3630,3215,5,3,3435,14.310,3630,3215,5,3,142.250,1066178,435412,619365,6697,8615,55,0.530,19.240,14.310,23711,3687,3445,2835,3860,2835,0.061,-0.112,-0.103,431,711,싸이버원,-0.048
132,20240819,017890,120857,120854,122101,11420,10380,11260,10860,20,11,10970,6.610,11260,10860,20,11,99.120,1144466,562972,558008,5191,6192,86,1.390,6.610,6.300,12491,926,10580,9100,10580,9100,0.004,-0.025,-0.011,682,628,한국알콜,-0.011
131,20240819,417840,120154,120154,121356,9200,8360,9410,8830,19,8,8920,5.560,9410,8830,19,8,110.420,104409,48063,53069,550,774,12,-0.930,5.560,5.200,924,290,11590,7200,12940,7200,0.100,-0.002,0.085,660,391,저스템,0.085
130,20240819,299660,115903,115902,121105,15090,13710,15350,14670,18,0,14680,3.230,15350,14670,18,0,83.240,6837726,3629895,3021401,27073,29727,436,3.470,25.590,25.090,12869,354862,,,,,0.023,-0.033,-0.030,406,547,셀리드,-0.030
129,20240819,100700,115537,115537,120744,2990,2715,3060,2860,13,1,2900,6.810,3060,2860,13,1,117.450,3182926,1454409,1708166,14271,21358,175,1.600,25.590,24.680,12869,82720,2815,2500,3060,2500,0.002,-0.026,-0.002,375,741,세운메디칼,-0.002
128,20240819,314140,115220,115217,120426,7660,6960,7690,7400,19,2,7430,5.690,7690,7400,19,2,73.740,87935,48290,35611,273,350,487,0.530,11.290,5.690,2240,650,8010,6340,8890,6340,0.055,-0.003,0.008,391,742,알피바이오,0.008
127,20240819,263020,115012,115010,120214,3630,3300,3720,3535,10,8,3635,9.980,3720,3535,10,8,166.350,631877,229561,381884,912,1578,285,1.740,12.310,10.290,88011,2239,3455,2895,3455,2865,0.000,-0.061,-0.056,368,757,디케이앤디,-0.048
126,20240819,007370,114844,114841,120046,6080,5520,6240,5920,18,15,5950,6.630,6240,5920,18,15,95.880,397035,195756,187693,1380,1779,377,0.540,16.970,9.330,64760,14959,5750,4890,5750,4890,0.218,-0.008,0.218,630,604,진양제약,0.120
125,20240819,331920,113702,113702,114906,9160,8320,9430,9000,14,1,9070,11.840,9430,9000,14,1,102.730,3055708,1477197,1517550,9872,13055,376,3.030,25.090,18.000,337194,35782,8780,3405,8780,3405,0.087,-0.033,0.031,353,474,셀레믹스,0.031
124,20240819,225220,113452,113451,114701,4940,4490,5050,4885,1,18,5020,16.610,5050,4885,1,18,104.120,7221584,3445738,3587567,19997,23567,447,5.610,24.730,20.740,335694,240785,4305,3205,4305,3205,0.012,-0.060,-0.044,336,610,제놀루션,-0.048
123,20240819,133750,112935,112930,114144,2680,2435,2705,2505,17,1,2525,3.480,2705,2505,17,1,100.360,5984440,2868158,2878593,7566,8975,52,1.570,19.170,4.410,8399,1406,2440,1740,2700,1740,0.046,-0.050,-0.010,553,364,메가엠디,-0.048
122,20240819,253840,112823,112823,114032,10430,9480,10490,10200,19,5,10350,11.890,10490,10200,19,5,110.990,5291888,2488466,2761894,17342,21391,447,5.400,24.730,20.030,321976,238496,9490,4725,9490,4725,0.111,0.006,0.040,519,321,수젠텍,0.040
121,20240819,290720,112821,112820,114029,4150,3770,4145,4010,19,3,4060,18.540,4145,4010,19,3,133.960,701675,296763,397557,1990,2586,60,1.380,18.540,0.940,2726,44,4030,2700,4030,2315,0.012,-0.080,0.012,760,391,푸드나무,-0.048
120,20240819,053290,112619,112614,113827,3845,3495,4325,3915,14,20,4160,19.030,4325,3915,14,20,95.840,1909959,947766,908294,4538,5349,52,1.770,19.030,5.940,7812,14140,3780,2880,4515,2880,0.079,-0.040,0.053,572,352,NE능률,0.053
119,20240819,038070,111925,111924,113135,9660,8780,9990,9620,13,2,9700,12.010,9990,9620,13,2,107.330,1254694,564717,606127,4439,4836,346,4.290,29.880,15.180,4470,31994,8700,7300,8860,7300,0.054,-0.010,0.018,543,397,서린바이오,0.018
118,20240819,090150,110819,110818,112024,1122,1020,1141,1034,16,0,1035,2.170,1141,1034,16,0,103.990,1377136,663950,690428,2389,3945,227,0.100,12.480,6.750,7232,7839,1086,874,1241,874,0.014,-0.013,0.009,408,296,아이윈,0.009
117,20240819,104200,110118,110116,111323,4070,3700,4150,3970,2,12,4080,10.270,4150,3970,2,12,133.150,944786,395919,527171,6632,8783,98,1.280,10.410,2.690,3815,25,4400,3240,4400,3240,0.037,-0.089,-0.085,275,671,NHN벅스,-0.048
116,20240819,220100,105913,105907,111121,21600,19620,21900,21500,0,14,21900,11.620,21900,21500,0,14,222.150,553374,167224,371494,1612,3419,311,0.920,11.620,5.630,11645,6702,24650,16880,24650,13800,0.014,-0.041,-0.025,263,581,퓨쳐켐,-0.025
115,20240819,251370,105606,105606,110811,10140,9210,9900,9070,19,0,9070,-1.520,9900,9070,19,0,82.220,355260,181797,149472,1820,1480,287,-0.650,10.000,2.030,12831,859,9750,8300,12060,8300,0.002,-0.051,-0.023,259,708,와이엠티,-0.048
114,20240819,279600,103711,103709,104914,11400,10350,11640,10730,11,5,10850,13.380,11640,10730,11,5,177.870,24789,8394,14930,225,416,302,1.140,13.380,1.500,273,21421,12810,9400,14000,9400,0.096,-0.006,0.033,229,219,미디어젠,0.033
113,20240819,045520,103536,103533,104746,6600,6000,7110,6580,14,2,6630,10.500,7110,6580,14,2,122.010,353680,156691,191183,1795,1978,346,4.300,29.880,17.140,4438,28616,6000,5070,6330,5070,0.053,-0.038,0.053,760,347,크린앤사이언스,0.053
112,20240819,096530,102952,102951,104157,34300,31150,34300,33550,19,2,33700,20.790,34300,33550,19,2,106.740,8149939,3880470,4142174,49231,59014,516,9.450,23.580,20.790,206913,262796,29000,20150,29000,20000,0.067,-0.004,0.022,503,245,씨젠,0.022
111,20240819,110020,102539,102532,103750,3115,2830,3120,2975,20,15,3035,12.410,3120,2975,20,15,155.850,186291,69565,108417,525,654,417,1.230,29.970,12.410,8001,548,,,,,0.157,-0.033,0.157,729,341,전진바이오팜,0.120
110,20240819,950130,102238,102235,103440,10620,9650,10750,10430,17,13,10470,11.260,10750,10430,17,13,112.970,5522560,2543220,2873181,16798,19840,516,9.330,21.710,21.330,10589,254561,9630,6200,9630,6200,0.058,-0.029,-0.021,502,617,엑세스바이오,-0.021
109,20240819,244460,101111,101107,102322,814,740,925,817,9,19,889,19.170,925,817,9,19,94.920,2367336,1187796,1127397,2390,3215,493,2.650,19.170,18.180,1961,178779,746,450,746,450,0.004,-0.094,-0.054,167,338,올리패스,-0.048
108,20240819,188260,100752,100750,102003,3890,3535,4120,3940,0,20,4120,29.970,4120,3940,0,20,104.780,2162858,1013254,1061638,8348,9071,417,1.050,29.970,6.300,7968,242,3180,2605,3370,2605,0.000,0.000,0.000,160,160,세니젠,-0.004
107,20240819,225190,100608,100608,101818,1967,1788,1983,1849,16,5,1887,20.650,1983,1849,16,5,89.060,2962998,1514964,1349256,4986,5818,41,0.170,20.650,6.930,5557,10056,1920,1490,1920,1490,0.007,-0.130,-0.130,157,760,LK삼양,-0.048
106,20240819,033790,100324,100322,101530,12480,11340,12650,12210,18,0,12210,5.620,12650,12210,18,0,91.560,518314,263717,241453,1844,2683,265,0.410,5.620,5.250,6128,12370,15990,8040,15990,5770,0.024,-0.074,-0.063,265,311,스카이문스테크놀로지,-0.048
105,20240819,086060,100114,100113,101320,4345,3950,4360,4090,13,3,4130,4.690,4360,4090,13,3,143.230,2424271,984484,1410058,18563,26467,108,2.880,18.640,14.100,208899,21338,4030,3530,4120,3530,0.018,-0.017,0.000,261,550,진바이오텍,0.000
104,20240819,225190,100103,100058,101309,1721,1564,1983,1680,6,20,1901,21.550,1983,1680,6,20,95.940,2388976,1168825,1121373,3866,4517,41,0.230,21.480,7.320,4471,9998,1920,1490,1920,1490,0.007,-0.137,-0.137,146,760,LK삼양,-0.048
103,20240819,219550,95704,95701,100908,279,253,279,271,19,18,277,-4.810,279,271,19,18,155.520,3070831,1129891,1757231,544,663,110,0.150,16.190,6.570,171303,752,806,291,806,291,0.051,-0.051,-0.032,159,549,디와이디,-0.048
102,20240819,430690,95654,95650,100856,5410,4915,5550,5060,15,5,5130,14.130,5550,5060,15,5,84.140,1316570,702379,590950,4817,6020,55,0.480,14.130,5.740,6896,785,6580,4100,8450,4100,0.117,-0.032,0.033,259,181,한싹,0.033
101,20240819,065950,95636,95630,100845,3535,3210,3720,3450,1,15,3690,14.950,3720,3450,1,15,113.460,14790931,6720936,7625803,24535,30281,346,3.970,29.880,14.950,4272,51214,3210,2125,3210,2125,0.015,-0.104,-0.083,146,674,웰크론,-0.048
100,20240819,430690,95212,95210,100418,4935,4455,5550,4860,6,19,5150,14.570,5550,4860,6,19,90.910,1106334,567330,515763,3884,4941,55,0.540,14.570,6.400,5824,739,6580,4100,8450,4100,0.113,-0.036,0.029,259,181,한싹,0.029
99,20240819,073490,95203,95202,100407,19980,18160,20700,18460,20,18,18610,2.480,20700,18460,20,18,91.610,182207,88188,80792,1563,1661,373,-0.300,12.470,4.270,2769,303,21350,16680,24450,16680,0.020,-0.010,-0.003,158,756,이노와이어리스,-0.003
98,20240819,137310,94629,94624,95836,14690,13350,14750,14210,20,4,14320,9.480,14750,14210,20,4,119.660,2985192,1327979,1589125,10364,11578,447,3.660,19.350,18.040,181274,163659,13250,8950,13250,8950,0.069,-0.013,0.037,507,126,에스디바이오센서,0.037
97,20240819,142760,94524,94518,95726,2090,1896,2180,2060,12,1,2085,9.970,2180,2060,12,1,138.390,421705,176359,244069,545,794,108,2.980,18.280,13.450,178437,20069,2030,1651,2290,1651,0.074,-0.031,-0.031,345,760,모아라이프플러스,-0.031
96,20240819,043340,94354,94349,95600,566,514,587,511,17,9,519,1.170,587,511,17,9,92.920,556837,282164,262176,1062,1767,76,0.020,3.120,1.960,126,21,620,479,725,479,0.000,-0.044,-0.039,112,641,에쎈테크,-0.039
95,20240819,205470,94342,94337,95549,2915,2650,2980,2870,17,0,2875,9.520,2980,2870,17,0,129.170,29962707,12804082,16539193,22730,31299,516,7.500,19.510,19.350,7982,173010,2625,1507,2625,1505,0.122,-0.009,0.045,497,112,휴마시스,0.120
94,20240819,290720,94319,94317,95528,3770,3425,3770,3655,20,16,3670,7.150,3770,3655,20,16,184.430,143138,49209,90758,284,523,60,0.380,7.150,0.000,523,47,4030,2700,4030,2315,0.129,-0.001,0.120,296,112,푸드나무,0.120
93,20240819,023460,94300,94258,95507,602,547,627,585,7,18,603,-9.730,627,585,7,18,76.160,16246226,8722611,6642806,5770,7759,111,0.020,6.750,3.930,10080,40449,2500,668,2690,668,0.012,-0.224,-0.224,114,755,CNH,-0.048
92,20240819,038870,93927,93924,95134,5230,4750,5100,4525,20,7,4560,-4.000,5100,4525,20,7,79.980,890459,464402,371424,3177,3453,152,-2.430,5.080,0.310,858,266,4855,3875,5610,3875,0.007,-0.039,-0.039,107,760,에코바이오,-0.039
91,20240819,109820,93738,93738,94948,5410,4915,5410,5230,19,0,5230,13.450,5410,5230,19,0,105.820,3702145,1738109,1839349,7744,9313,516,7.790,20.610,19.380,157665,7880,4845,2300,4845,2300,0.145,-0.011,0.145,416,119,진매트릭스,0.120
90,20240819,009730,93720,93719,94927,1500,1363,1635,1499,0,20,1635,29.970,1635,1499,0,20,88.480,1816961,922495,816195,1973,1858,223,1.990,29.970,0.840,2685,13,2005,1210,2090,1210,0.000,0.000,0.000,98,98,이렘,-0.004
89,20240819,044480,93121,93115,94323,911,828,935,873,19,18,905,9.560,935,873,19,18,136.060,1631789,666682,907107,1215,1840,516,7.070,21.020,19.770,145419,7719,836,707,1140,707,0.063,-0.031,0.004,259,241,빌리언스,0.004
88,20240819,096530,92824,92823,94027,31150,28300,32550,31100,7,20,32250,15.590,32550,31100,7,20,122.750,3544380,1550829,1903668,19977,25490,516,6.870,22.160,20.930,143104,7659,29000,20150,29000,20000,0.115,0.005,0.068,503,80,씨젠,0.068
87,20240819,005690,92657,92651,93901,8420,7650,8690,8440,11,5,8560,21.590,8690,8440,11,5,109.120,16955244,7707532,8410381,40723,46446,516,6.400,21.730,19.640,139804,7610,7040,4300,7040,4300,0.034,-0.044,-0.008,425,135,파미셀,-0.008
