,date,shcode,doYD,dhYD,dlYD,dcYD,ihYD,ilYD,volYD,mdvYD,msvYD,mdcYD,mscYD,closeYD,doTD,dhTDbf,dlTDbf,ihTDbf,ilTDbf,volTDbf,mdvTDbf,msvTDbf,mdcTDbf,mscTDbf,iBID,tBID,prcBID,gcut,lcut,iASK0,tASK0,prcASK0,profit0,iASK1,tASK1,prcASK1,profit1,iASK2,tASK2,prcASK2,profit2,hname,profit
330,20241014,950160,0.005,0.196,0.005,0.113,244,1,1952763,1011739,909269,18023,18599,16910,0.031,0.044,-0.021,4,45,168030,87829,80201,927,618,38,95000,17210,0.066,0.05,699,153000,16930,-0.01627,699,153000,16930,-0.01627,699,153000,16930,-0.01627,코오롱티슈진,-0.01627
329,20241014,439580,0.008,0.01,-0.059,-0.057,0,335,1335507,844925,373635,5897,7605,23300,-0.024,-0.017,-0.122,0,39,868311,543437,324874,4216,3421,47,95430,21950,0.12,0.072,699,153000,21600,-0.01595,699,153000,21600,-0.01595,699,153000,21600,-0.01595,블루엠텍,-0.01595
328,20241014,389470,0.007,0.039,-0.021,0.039,760,26,1096043,512809,471417,5126,6775,22600,0.004,0.013,-0.053,5,37,280463,196384,84079,1901,1296,59,100030,22350,0.07,0.05,672,150700,21200,-0.05145,693,151730,21000,-0.0604,347,122430,21450,-0.04027,인벤티지랩,-0.05145
327,20241014,314130,0.021,0.122,0.009,0.046,9,1,457243,276542,168057,1270,1202,3420,0.038,0.08,0.018,31,49,159105,88460,70645,403,338,134,103800,3610,0.062,0.05,138,104000,3835,0.06233,138,104000,3880,0.07479,138,104000,3790,0.04986,지놈앤컴퍼니,0.06233
326,20241014,291650,0.006,0.299,-0.004,0.235,82,6,15521746,8943850,5654594,22565,29471,2970,-0.089,-0.037,-0.094,38,0,486840,277157,209683,1162,1033,202,111200,2800,0.063,0.05,699,153000,2885,0.03036,699,153000,2885,0.03036,699,153000,2885,0.03036,압타머사이언스,0.03036
325,20241014,219550,0,0.025,-0.025,-0.011,0,307,1865269,1171698,623488,745,579,521,-0.015,-0.008,-0.079,0,9,328200,221926,106274,171,103,327,121430,505,0.077,0.05,699,153000,524,0.03762,699,153000,524,0.03762,699,153000,524,0.03762,디와이디,0.03762
324,20241014,093640,0.025,0.027,-0.002,0.006,2,0,13799,5667,7983,79,269,5290,-0.04,-0.002,-0.064,9,17,83933,48258,35675,421,331,610,143600,5160,0.067,0.05,699,153000,5130,-0.00581,699,153000,5130,-0.00581,699,153000,5130,-0.00581,케이알엠,-0.00581
323,20241014,023460,0.02,0.031,-0.121,-0.118,2,698,6649139,3976652,2465500,2928,3091,313,0.061,0.166,0.026,32,7,3635045,1610560,1819678,1587,3464,11,93630,350,0.12,0.072,699,153000,342,-0.02286,699,153000,342,-0.02286,544,140300,330,-0.05714,CNH,-0.02286
322,20241014,012170,-0.002,0.018,-0.018,-0.009,109,621,452951,315518,123819,355,312,545,0.042,0.165,0.04,10,0,2156732,1138392,943091,1983,2967,97,101930,601,0.12,0.072,678,151000,558,-0.07155,699,153000,554,-0.0782,567,141430,566,-0.05824,아센디오,-0.07155
321,20241014,009200,0.002,0.005,-0.019,-0.005,1,499,86935,60878,23244,237,314,2130,0.063,0.124,0.045,3,31,1511747,727935,783812,1671,1960,183,110230,2305,0.076,0.05,699,153000,2320,0.00651,699,153000,2320,0.00651,238,113000,2210,-0.04121,무림페이퍼,0.00651
320,20241014,004870,0.188,0.3,0.181,0.228,12,7,63810480,33744324,26219002,25768,34284,836,-0.063,-0.032,-0.129,4,26,6613281,3969612,2643669,2670,2411,220,112100,776,0.111,0.067,604,143300,724,-0.06701,683,151230,714,-0.0799,374,123800,734,-0.05412,티웨이홀딩스,-0.06701
319,20241011,445680,0.005,0.029,-0.005,0.017,14,149,121299,65437,51405,1173,1138,19340,0.031,0.096,0.031,13,0,247221,88597,158624,886,1308,180,110100,20750,0.064,0.05,204,111300,22100,0.06506,204,111300,22350,0.07711,204,111300,21850,0.05301,큐리옥스바이오시스템,0.06506
318,20241011,418470,0.001,0.016,-0.005,0.002,462,38,16629,5962,10492,223,151,15110,0.218,0.221,0.131,0,38,1523319,824965,698354,10550,9065,109,102530,17950,0.08,0.05,699,153000,18680,0.04067,699,153000,18680,0.04067,635,144830,19100,0.06407,밀리의서재,0.04067
317,20241011,106080,-0.002,0.299,-0.013,0.299,683,1,2558623,1244383,1292313,14057,14921,5980,0.194,0.194,0.06,0,29,600946,378356,197226,3126,2767,85,101330,6840,0.12,0.072,112,102700,6350,-0.07164,141,104130,6250,-0.08626,111,102630,6450,-0.05702,하이소닉,-0.07164
316,20241011,069920,-0.01,-0.001,-0.059,-0.056,1,281,125179,77683,40174,545,266,1540,-0.001,-0.001,-0.078,0,40,51045,32273,6741,99,36,178,110000,1493,0.083,0.05,699,153000,1519,0.01741,699,153000,1519,0.01741,699,153000,1519,0.01741,엑시온그룹,0.01741
315,20241011,036000,0.201,0.3,0.14,0.3,5,5,2670511,2000736,585400,3655,1852,2165,0.185,0.279,0.162,11,0,2985699,1542632,1317675,4676,5106,114,102800,2670,0.046,0.05,203,111230,2795,0.04682,699,153000,2810,0.05243,203,111230,2770,0.03745,예림당,0.04682
314,20241011,032800,0,0.012,-0.012,-0.012,2,55,1050359,610533,416015,147,470,165,0.012,0.091,0.006,7,1,1644478,584291,1060187,173,400,10,93600,174,0.084,0.051,350,122600,165,-0.05172,391,124630,163,-0.06322,303,120230,167,-0.04023,판타지오,-0.05172
313,20241011,023460,0.093,0.197,0.017,0.026,2,753,14731491,8050761,6364662,6780,8919,355,-0.014,-0.006,-0.101,2,46,2289623,1371132,864764,712,723,37,94930,339,0.107,0.064,534,135800,317,-0.0649,536,135900,313,-0.0767,451,131630,322,-0.05015,CNH,-0.0649
312,20241011,009780,0.014,0.3,0.004,0.3,676,39,5853193,3167214,2642696,23496,27981,6500,0.049,0.091,0.02,20,40,1401875,772011,629864,4857,4933,8,93500,6870,0.069,0.05,43,95230,6530,-0.04949,51,95630,6460,-0.05968,43,95230,6590,-0.04076,엠에스씨,-0.04949
311,20241011,007720,0.205,0.3,0.1,0.3,5,342,50763229,27585061,22413021,30804,37818,958,0.065,0.2,0.065,12,0,18135972,9538619,7850521,11970,13364,214,111800,1103,0.12,0.072,699,153000,1110,0.00635,699,153000,1110,0.00635,699,153000,1110,0.00635,대명소노시즌,0.00635
310,20241011,095720,0.002,0.007,-0.006,-0.002,9,735,33867,25095,5845,246,239,1731,0.073,0.127,0.06,43,2,1193762,582654,611108,2147,2421,4,93300,1903,0.064,0.05,19,94030,2025,0.06411,24,94300,2050,0.07725,19,94030,2005,0.0536,웅진씽크빅,0.06411
309,20241011,069640,0.035,0.035,-0.005,0.012,0,133,21861,9555,11301,210,211,1729,0.012,0.119,0.007,33,11,160930,76489,84441,507,739,52,95700,1825,0.111,0.067,699,153000,1753,-0.03945,699,153000,1753,-0.03945,699,153000,1753,-0.03945,한세엠케이,-0.03945
308,20241011,068290,0.005,0.009,-0.009,-0.007,13,690,5838,5141,580,163,61,14750,0.193,0.231,0.159,3,21,371989,205333,166656,3476,3253,32,94700,17730,0.061,0.05,326,121400,16840,-0.0502,437,130930,16660,-0.06035,86,101400,17020,-0.04005,삼성출판사,-0.0502
307,20241011,004870,0.3,0.3,0.25,0.3,339,340,9135575,7832793,626361,5071,474,681,0.195,0.3,0.181,2,0,21198594,13088523,8110071,7442,7735,37,94930,862,0.019,0.05,152,104700,819,-0.04988,690,151600,883,0.02436,142,104200,827,-0.0406,티웨이홀딩스,-0.04988
306,20241010,389030,-0.017,0.022,-0.017,0.016,391,0,93181,52173,38920,151,184,1449,0.07,0.114,0.039,36,26,196406,105009,91397,251,462,27,94430,1574,0.072,0.05,214,111800,1688,0.07243,699,153000,1575,0.00064,214,111800,1665,0.05781,지니너스,0.07243
305,20241010,376930,0.189,0.277,0.065,0.189,690,183,27315142,13842276,12046515,45496,54657,3025,-0.007,0.137,-0.013,28,4,6280270,3156891,2809392,9326,9946,40,95100,3245,0.12,0.072,622,144200,3010,-0.07242,699,153000,3030,-0.06626,525,135330,3055,-0.05855,노을,-0.07242
304,20241010,237820,-0.011,0.243,-0.013,0.189,546,14,8351021,3958264,3399807,22541,27141,6300,0.016,0.035,-0.024,2,47,523205,357810,165395,2206,1927,25,94330,6390,0.06,0.05,699,153000,6090,-0.04695,699,153000,6090,-0.04695,604,143300,6130,-0.04069,플레이디,-0.04695
303,20241010,168360,-0.004,0.039,-0.02,-0.014,27,1,894973,532145,286043,4872,4471,5500,0.005,0.011,-0.051,1,30,161891,120669,41222,362,262,111,102630,5480,0.065,0.05,699,153000,5360,-0.0219,699,153000,5360,-0.0219,699,153000,5360,-0.0219,펨트론,-0.0219
302,20241010,148250,0,0.001,-0.012,-0.002,38,476,2616,1905,672,17,17,3990,0.09,0.293,0.086,6,0,500581,270224,212671,2660,3222,390,124600,4990,0.031,0.05,397,124930,5160,0.03407,699,153000,5180,0.03808,397,124930,5130,0.02806,알엔투테크놀로지,0.03407
301,20241010,085810,-0,0.037,-0.031,0.03,755,32,545884,142725,208455,396,533,1457,-0.062,-0.049,-0.163,0,35,478477,343782,118594,874,638,292,115700,1318,0.12,0.072,670,150600,1223,-0.07208,699,153000,1235,-0.06297,622,144200,1242,-0.05766,알티캐스트,-0.07208
300,20241010,023460,0.142,0.298,0.103,0.146,11,379,44827760,24578345,17694851,18105,21275,346,0.156,0.162,0.075,0,9,3670000,2085300,1584700,1444,1911,18,94000,391,0.081,0.05,120,103100,371,-0.05115,123,103230,368,-0.05882,38,95000,375,-0.04092,CNH,-0.05115
299,20241010,007720,0.002,0.091,-0.02,0.076,730,1,663145,241753,377446,392,1042,737,0.3,0.3,0.166,4,44,10623483,7136795,3486688,5199,5522,22,94200,909,0.046,0.05,275,114830,863,-0.05061,279,115030,854,-0.06051,273,114730,873,-0.0396,대명소노시즌,-0.05061
298,20241010,047400,-0.007,0.005,-0.016,0.002,9,486,72451,42846,14879,147,214,2150,0.063,0.137,0.058,42,1,966386,443234,454039,1453,2003,637,144930,2380,0.075,0.05,699,153000,2330,-0.02101,699,153000,2330,-0.02101,699,153000,2330,-0.02101,유니온머티리얼,-0.02101
297,20241010,011300,0.002,0.007,-0.068,-0.03,0,87,747159,499604,233112,516,442,525,0.027,0.118,0.019,12,0,973530,542546,430984,1623,2126,178,110000,562,0.097,0.058,699,153000,584,0.03915,699,153000,584,0.03915,699,153000,584,0.03915,성안머티리얼스,0.03915
296,20241010,000670,-0,-0,-0.03,-0.027,0,641,18010,12762,5041,739,1406,336500,0.016,0.129,0.015,32,2,16653,7251,8123,894,1073,64,100300,365500,0.113,0.068,699,153000,388500,0.06293,699,153000,388500,0.06293,699,153000,388500,0.06293,영풍,0.06293
295,20241008,900340,0.028,0.074,0.02,0.046,1,70,887376,349207,498052,789,1131,2045,-0.012,-0.002,-0.06,0,13,208998,154134,54864,342,233,453,131730,2010,0.061,0.05,699,153000,1952,-0.02886,699,153000,1952,-0.02886,699,153000,1952,-0.02886,윙입푸드,-0.02886
294,20241008,451760,0,0.3,-0.008,0.26,638,1,2354164,1188955,1095135,12376,13313,11100,0.005,0.047,-0.027,16,50,290780,159924,130856,1647,1701,227,112430,11290,0.076,0.05,699,153000,11030,-0.02303,699,153000,11030,-0.02303,699,153000,11030,-0.02303,컨텍,-0.02303
293,20241008,376930,0,0.298,0,0.298,109,0,2412687,1340598,514269,2177,1216,2545,0.189,0.218,0.143,0,5,3238358,1770652,1467706,4835,5113,470,132600,3020,0.065,0.05,624,144300,3220,0.06623,699,153000,3025,0.00166,611,143630,3180,0.05298,노을,0.06623
292,20241008,286750,0,0.138,-0.004,0.099,474,4,738746,368189,348479,956,1144,2120,0.061,0.075,0.007,0,21,85793,56302,29491,155,156,169,105530,2230,0.068,0.05,699,153000,2185,-0.02018,699,153000,2185,-0.02018,676,150900,2140,-0.04036,나노브릭,-0.02018
291,20241008,227100,0.064,0.217,0.052,0.119,6,381,8895302,5161937,3440395,12694,12701,1389,-0.04,0.066,-0.045,21,0,1069553,561756,442215,1221,1374,1,93130,1423,0.116,0.07,668,150500,1324,-0.06957,699,153000,1305,-0.08292,130,103600,1344,-0.05552,퀀텀온,-0.06957
290,20241008,225190,-0.002,0.018,-0.045,-0.005,8,412,4868544,2633458,1897083,9582,12489,2190,0.091,0.103,0.034,0,33,4273428,2505825,1767603,8570,9742,13,93730,2350,0.066,0.05,23,94230,2510,0.06809,23,94230,2540,0.08085,15,93830,2475,0.05319,LK삼양,0.06809
289,20241008,123840,0,0.235,-0.03,0.01,666,540,3637891,1917470,1334514,1302,1649,202,0.297,0.297,0.168,0,49,3554624,2661332,252503,366,45,21,94130,253,0.03,0.05,44,95300,262,0.03557,699,153000,262,0.03557,25,94330,243,-0.03953,뉴온,0.03557
288,20241008,023460,0.073,0.296,0.039,0.296,16,0,6589701,4043954,2073343,1211,1546,302,0.255,0.298,0.182,1,35,10794141,6633186,3180604,2298,3039,454,131800,381,0.022,0.05,485,133330,362,-0.04987,563,141230,358,-0.06037,485,133330,366,-0.03937,CNH,-0.04987
287,20241007,900270,0.029,0.132,0.013,0.055,12,0,37641739,20639626,16184653,22911,31443,401,0.037,0.122,0.017,24,3,15277267,6591112,8406882,3807,6389,5,93330,435,0.103,0.062,647,145430,481,0.10575,649,145530,490,0.12644,644,145300,472,0.08506,헝셩그룹,0.10575
286,20241007,322780,-0.007,0.3,-0.007,0.3,106,0,4757526,2333579,2224141,3841,4210,1063,0.122,0.142,0.061,11,22,3085208,1904595,1180613,4284,4926,51,95630,1180,0.076,0.05,67,100430,1121,-0.05,89,101530,1109,-0.06017,62,100200,1133,-0.03983,코퍼스코리아,-0.05
285,20241007,227100,0.049,0.245,-0.052,-0.045,699,10,12687593,6842536,5104890,13204,13196,1241,0.173,0.203,0.114,2,10,1038757,636040,402717,1363,1397,86,101400,1439,0.08,0.05,139,104030,1367,-0.05003,141,104130,1353,-0.05976,123,103230,1381,-0.04031,퀀텀온,-0.05003
284,20241007,206400,-0.016,0.102,-0.016,0.049,469,0,160554,77536,66728,470,541,3235,0.218,0.223,0.083,0,41,464450,302938,158219,1831,1519,108,102500,3745,0.114,0.069,699,153000,3795,0.01335,699,153000,3795,0.01335,699,153000,3795,0.01335,베노티앤알,0.01335
283,20241007,098660,-0.005,0.086,-0.005,0.064,727,0,212341,99939,106148,467,647,3330,-0.004,0.096,-0.021,21,5,68580,29130,37810,287,322,168,105500,3515,0.12,0.072,699,153000,3325,-0.05405,699,153000,3325,-0.05405,699,153000,3325,-0.05405,에스티오,-0.05405
282,20241007,085810,0.006,0.028,-0.041,-0.037,190,745,644801,449474,178245,760,647,1366,0.053,0.053,-0.01,0,22,94695,57237,37458,116,85,265,114330,1405,0.064,0.05,699,153000,1415,0.00712,699,153000,1415,0.00712,699,153000,1415,0.00712,알티캐스트,0.00712
281,20241007,084440,0.019,0.047,-0.035,-0.035,63,740,843371,515184,265449,1393,1315,986,0.007,0.01,-0.055,0,49,107137,96797,10340,192,112,49,95530,973,0.069,0.05,699,153000,973,0,699,153000,973,0,699,153000,973,0,유비온,0
280,20241007,051490,-0.01,0.005,-0.013,-0.013,11,760,11272,8853,612,120,60,4390,0.063,0.184,0.063,9,0,304626,149691,130617,1177,987,55,95830,4825,0.115,0.069,197,110930,5390,0.1171,699,153000,4885,0.01244,125,103330,5280,0.0943,나라엠앤디,0.1171
279,20241007,036170,0,0.033,-0.007,0,231,10,38267,27209,8838,83,102,886,0.003,0.005,-0.06,3,29,7866,5516,2350,45,27,35,94830,885,0.068,0.05,699,153000,898,0.01469,699,153000,898,0.01469,699,153000,898,0.01469,클라우드에어,0.01469
278,20241007,009620,-0,0.013,-0.015,-0.005,30,101,205264,104229,89846,207,311,393,-0.186,-0.183,-0.275,0,15,2398659,1421316,861822,1156,828,12,93700,304,0.12,0.072,699,153000,310,0.01974,699,153000,310,0.01974,196,110900,334,0.09868,삼보산업,0.01974
277,20241007,014820,0.001,0.001,-0.042,-0.041,0,746,25275,15618,8655,670,446,43150,0.074,0.151,0.072,21,0,128179,52278,75901,1486,1887,13,93730,48750,0.074,0.05,699,153000,48400,-0.00718,699,153000,48400,-0.00718,699,153000,48400,-0.00718,동원시스템즈,-0.00718
276,20241007,002710,0.001,0.025,-0.02,-0.017,197,746,158698,101186,52443,2135,1775,37700,0.137,0.21,0.134,29,0,670202,299991,370211,8427,10367,2,93200,45000,0.067,0.05,45,95330,48050,0.06778,699,153000,46950,0.04333,37,94930,47450,0.05444,TCC스틸,0.06778
275,20241004,388050,-0.025,-0.002,-0.032,-0.03,1,6,121628,65134,34934,328,433,6140,-0.094,-0.091,-0.192,0,19,509936,277682,219316,1405,1347,14,93800,5360,0.12,0.072,699,153000,5380,0.00373,699,153000,5380,0.00373,699,153000,5380,0.00373,지투파워,0.00373
274,20241004,331520,-0.006,0.03,-0.014,0.03,760,3,224486,46884,82376,122,168,730,0.148,0.206,0.058,6,33,3487187,1966038,1492348,3540,4172,19,94030,831,0.12,0.072,61,100130,771,-0.0722,475,132830,759,-0.08664,61,100130,783,-0.05776,밸로프,-0.0722
273,20241004,321370,0.016,0.038,-0.038,-0.026,2,686,282844,212460,63038,845,530,2430,-0.01,0.008,-0.049,1,42,55409,34749,20660,183,141,57,95930,2400,0.061,0.05,699,153000,2370,-0.0125,699,153000,2370,-0.0125,699,153000,2370,-0.0125,센서뷰,-0.0125
272,20241004,317690,-0.029,-0.006,-0.058,-0.038,206,37,502586,294362,187942,2271,2248,9800,-0.007,0.004,-0.056,3,33,76710,49889,26821,404,422,85,101330,9710,0.064,0.05,699,153000,9620,-0.00927,699,153000,9620,-0.00927,699,153000,9620,-0.00927,퀀타매트릭스,-0.00927
271,20241004,298060,-0.005,0.094,-0.005,0.052,598,0,294589,148475,132797,550,668,2125,0.014,0.049,-0.016,4,11,26287,16279,10008,102,74,37,94930,2185,0.067,0.05,60,100100,2335,0.06865,196,110900,2365,0.08238,60,100100,2305,0.05492,에스씨엠생명과학,0.06865
270,20241004,227100,0.111,0.3,0.023,0.3,681,36,4931541,2762847,1969385,3859,4038,1300,0.002,0.085,-0.052,11,0,1687647,954161,733486,1905,2032,6,93400,1355,0.12,0.072,141,104130,1257,-0.07232,621,144130,1551,0.14465,124,103300,1277,-0.05756,퀀텀온,-0.07232
269,20241004,215380,-0.023,0.034,-0.032,-0.002,188,2,424956,247771,151730,744,902,2210,0.19,0.21,0.109,1,44,1697883,1040484,657399,3817,3328,506,134400,2595,0.092,0.055,524,135300,2450,-0.05588,536,135900,2420,-0.06744,524,135300,2480,-0.04432,우정바이오,-0.05588
268,20241004,128660,-0.002,0.3,-0.018,0.229,641,17,7965444,4015660,3043777,13016,13906,3835,0.012,0.017,-0.043,0,25,787551,566125,221426,1765,1227,0,93100,3810,0.063,0.05,134,103800,3615,-0.05118,699,153000,3630,-0.04724,124,103300,3655,-0.04068,피제이메탈,-0.05118
267,20241004,069920,-0.015,-0.015,-0.045,-0.033,0,74,164039,96115,54383,587,334,1562,0.018,0.162,0.002,21,8,1239922,617291,575003,2993,3545,183,110230,1715,0.12,0.072,699,153000,1643,-0.04198,699,153000,1643,-0.04198,185,110330,1616,-0.05773,엑시온그룹,-0.04198
266,20241004,036090,0.186,0.193,0.068,0.088,5,87,33198440,16937232,13921321,23357,26333,765,-0.029,-0.003,-0.065,11,0,3445326,2111040,1334286,1752,1652,216,111900,749,0.067,0.05,699,153000,718,-0.04139,699,153000,718,-0.04139,609,143530,719,-0.04005,위지트,-0.04139
265,20241004,024070,-0.002,0.01,-0.026,-0.014,647,347,30369,18664,10744,83,80,2065,0.051,0.051,-0.01,0,34,6481,3256,3225,19,47,281,115130,2125,0.061,0.05,699,153000,2140,0.00706,699,153000,2140,0.00706,699,153000,2140,0.00706,WISCOM,0.00706
264,20241004,023960,-0.011,0.014,-0.076,-0.044,11,38,826576,537449,240697,1243,967,2070,0.068,0.101,-0.024,7,48,836590,547393,289197,890,706,597,142930,2180,0.12,0.072,699,153000,2230,0.02294,699,153000,2230,0.02294,699,153000,2230,0.02294,에쓰씨엔지니어링,0.02294
263,20241002,900120,0.023,0.115,-0.011,0.092,492,39,12859986,5402263,6819883,878,1684,95,-0.042,0.011,-0.053,30,0,2220194,1055148,1165046,1508,1405,1,93130,95,0.067,0.05,617,143930,90,-0.05263,699,153000,92,-0.03158,396,124900,91,-0.04211,씨엑스아이,-0.05263
262,20241002,900100,0.005,0.016,-0.059,-0.059,0,608,259772,205738,45660,443,237,1323,0.001,0.001,-0.066,0,5,21446,13873,7573,76,36,165,105330,1304,0.072,0.05,699,153000,1285,-0.01457,699,153000,1285,-0.01457,699,153000,1285,-0.01457,애머릿지,-0.01457
261,20241002,432470,-0.006,0.177,-0.006,0.06,90,0,710474,365914,327298,6646,6848,16590,-0,0.061,-0.005,7,44,112113,63378,48735,1000,883,167,105430,17180,0.067,0.05,699,153000,16580,-0.03492,699,153000,16580,-0.03492,699,153000,16580,-0.03492,케이엔에스,-0.03492
260,20241002,419530,-0,0.001,-0.058,-0.039,0,264,479036,320802,136440,3324,2945,15720,-0.011,-0.01,-0.069,0,45,126754,94026,32728,1223,475,359,123030,15240,0.064,0.05,410,125600,16230,0.06496,411,125630,16430,0.07808,410,125600,16030,0.05184,SAMG엔터,0.06496
259,20241002,419080,0.007,0.007,-0.076,-0.076,0,760,64284,36196,22072,599,731,9210,-0.021,-0.01,-0.066,1,48,18462,14740,3722,256,121,23,94230,8940,0.06,0.05,524,135300,8490,-0.05034,531,135630,8400,-0.0604,513,134730,8580,-0.04027,엔젯,-0.05034
258,20241002,402030,0.035,0.035,-0.029,-0.024,0,263,21697,12497,7868,496,255,15190,-0.01,0.013,-0.051,20,26,13176,7219,5957,116,98,379,124030,15060,0.067,0.05,699,153000,15080,0.00133,699,153000,15080,0.00133,699,153000,15080,0.00133,코난테크놀로지,0.00133
257,20241002,381620,0.475,0.605,0.105,0.15,46,675,10392195,5683224,4297713,186902,158843,46000,-0.059,-0.033,-0.1,14,48,264216,180735,83481,3713,2815,55,95830,43150,0.075,0.05,213,111730,46400,0.07532,213,111730,47050,0.09038,213,111730,45750,0.06025,제닉스,0.07532
256,20241002,327260,-0.006,-0,-0.025,-0.017,21,270,14845,8603,5385,119,95,6790,0.01,0.01,-0.05,0,12,1279,919,360,42,12,67,100430,6780,0.064,0.05,533,135730,6440,-0.05015,699,153000,6450,-0.04867,527,135430,6510,-0.03982,RF머트리얼즈,-0.05015
255,20241002,320000,-0.018,0.022,-0.026,-0.002,33,710,86472,44301,37525,169,220,2715,-0.009,0.02,-0.048,6,4,16385,11785,4600,71,76,125,103330,2725,0.072,0.05,699,153000,2725,0,699,153000,2725,0,699,153000,2725,0,한울반도체,0
254,20241002,227100,-0.099,-0.036,-0.174,-0.174,14,760,2657308,1536896,921074,2776,2121,1000,0.098,0.108,0.023,0,26,505665,309430,196235,611,467,14,93800,1067,0.083,0.05,593,142730,1157,0.08435,593,142730,1174,0.10028,592,142700,1139,0.06748,퀀텀온,0.08435
253,20241002,101390,0.048,0.048,-0.045,-0.045,0,43,125978,81997,37368,594,418,3800,0.008,0.079,0.008,14,0,38899,16001,22898,135,159,2,93200,3980,0.07,0.05,618,144000,3780,-0.05025,635,144830,3740,-0.0603,612,143700,3820,-0.0402,아이엠,-0.05025
252,20241002,088800,0.264,0.299,0.227,0.299,4,4,2297884,1459596,529336,1682,231,1059,0.083,0.166,0.02,36,5,6758369,3455620,2939595,6960,9156,6,93400,1170,0.12,0.072,389,124530,1086,-0.07179,402,125200,1069,-0.08632,157,104930,1102,-0.05812,에이스테크,-0.07179
251,20241002,084440,0,0.3,-0.009,0.3,213,61,4111413,1887542,2165159,4788,6110,1105,-0.031,0.05,-0.063,26,0,1650965,956971,693994,2261,2440,3,93230,1109,0.12,0.072,444,131300,1029,-0.07214,502,134200,1013,-0.08656,235,112830,1045,-0.05771,유비온,-0.07214
250,20241002,065570,0.018,0.07,-0.002,0.065,211,14,241258,83804,140481,353,582,1841,0.037,0.059,-0.021,6,48,216143,138553,77590,441,392,235,112830,1893,0.082,0.05,699,153000,1831,-0.03275,699,153000,1831,-0.03275,699,153000,1831,-0.03275,삼영이엔씨,-0.03275
249,20241002,064850,-0.157,-0.08,-0.21,-0.196,104,701,3588537,1777369,1283650,19039,20951,15200,0.019,0.026,-0.057,4,44,280264,186631,93633,1548,1491,51,95630,15140,0.088,0.053,699,153000,14470,-0.04425,699,153000,14470,-0.04425,620,144100,14500,-0.04227,에프앤가이드,-0.04425
248,20241002,043090,0,0.282,-0.079,0.155,91,4,19667205,10254962,9012219,14996,21612,581,0.022,0.093,-0.002,20,5,1472486,714079,758407,577,651,14,93800,612,0.095,0.057,660,150100,671,0.09641,661,150130,683,0.11601,50,95600,584,-0.04575,더테크놀로지,0.09641
247,20241002,040300,0.004,0.163,0,0.07,199,1,9599799,5150743,4256738,29556,34080,3570,0.022,0.085,0.018,15,0,1366150,638340,667760,2328,2660,8,93500,3805,0.066,0.05,578,142000,3610,-0.05125,583,142230,3575,-0.06045,403,125230,3650,-0.04074,YTN,-0.05125
246,20241002,023960,0.025,0.124,-0.023,-0.007,47,1,4681508,2480665,2047242,8097,8075,2165,0.007,0.014,-0.076,1,28,244465,185416,59049,397,168,255,113830,2135,0.097,0.058,699,153000,2070,-0.03044,699,153000,2070,-0.03044,699,153000,2070,-0.03044,에쓰씨엔지니어링,-0.03044
245,20240930,900270,0.063,0.195,-0.007,0.052,170,74,82958692,43197157,37555122,23729,33184,302,-0.033,0.113,-0.056,44,6,9681749,4689142,4388626,1503,2149,7,93430,315,0.12,0.072,257,113930,354,0.12381,305,120330,361,0.14603,256,113900,346,0.09841,헝셩그룹,0.12381
244,20240930,351870,0.051,0.299,-0.206,0.299,221,17,8307774,4076735,3775482,57720,58105,22250,0.056,0.079,-0.09,8,42,1105822,676537,410060,9162,8395,404,125300,22450,0.12,0.072,443,131230,25150,0.12027,459,132030,25700,0.14477,443,131230,24650,0.098,차이커뮤니케이션,0.12027
243,20240930,220100,0,0.002,-0.039,-0.035,0,167,392380,272328,106177,2659,1583,24600,0.095,0.098,-0.047,0,50,608575,410162,198413,3265,2222,45,95330,25550,0.12,0.072,699,153000,27000,0.05675,699,153000,27000,0.05675,699,153000,27000,0.05675,퓨쳐켐,0.05675
242,20240930,179530,-0,0.007,-0.073,-0.069,0,584,478400,307218,143432,1263,1446,3420,0.026,0.064,-0.012,0,49,74201,50738,23463,230,191,361,123130,3550,0.077,0.05,699,153000,3510,-0.01127,699,153000,3510,-0.01127,699,153000,3510,-0.01127,애드바이오텍,-0.01127
241,20240930,129920,-0.007,0.029,-0.024,0.022,738,12,137628,47824,86715,336,635,4335,0.17,0.195,0.113,0,36,758678,497113,261565,3166,2538,58,100000,5040,0.074,0.05,525,135330,4785,-0.0506,570,141600,4735,-0.06052,502,134200,4835,-0.04067,대성하이텍,-0.0506
240,20240930,106080,0.07,0.3,0.068,0.107,5,0,3651701,2072848,1372882,17937,18163,4205,-0.027,-0.024,-0.089,0,49,114578,70546,39643,409,245,138,104000,3995,0.072,0.05,699,153000,3890,-0.02628,699,153000,3890,-0.02628,699,153000,3890,-0.02628,하이소닉,-0.02628
239,20240930,101240,-0.004,0.022,-0.011,-0.011,50,760,29673,18310,8374,222,232,5480,0.086,0.1,0.031,0,26,160838,102340,58498,601,593,415,125830,5870,0.067,0.05,699,153000,5890,0.00341,699,153000,5890,0.00341,699,153000,5890,0.00341,씨큐브,0.00341
