,date,shcode,etf,gubun,ytDiffO,ytDiffH,ytDiffL,ytDiff,ytClose,ytVolume,ytULPi,tdSDiff,tdOpen,noNEWS,30m(MAX),30m(MAXi),30m(MIN),30m(MINi),30m(CLOSE),value
10569,2025-02-06,460940,0,2,0.0216,0.2273,0.0151,0.1331,15750,2312133,-1,0.0076,15870,3,0.021,6,-0.0286,27,-0.0159,0.0
10568,2025-02-06,443250,0,2,0.0591,0.1484,0.0482,0.1274,14510,855345,-1,-0.0096,14370,1,-0.0007,10,-0.0207,21,-0.0096,0.0
10567,2025-02-06,437730,0,2,0.0165,0.2145,0.0128,0.1971,13060,15895292,-1,-0.0123,12900,8,-0.0046,2,-0.0299,27,-0.0222,0.0
10566,2025-02-06,417860,0,2,0.0242,0.1171,0.002,0.1171,11070,158564,-1,-0.0081,10980,0,-0.0063,0,-0.0316,7,-0.0172,0.0
10565,2025-02-06,351320,0,2,-0.0586,0.1575,-0.0788,0.1044,3015,6757951,-1,-0.0116,2980,0,-0.0116,0,-0.0945,23,-0.0647,0.0
10564,2025-02-06,335870,0,2,0.0,0.1736,0.0,0.1246,1561,227531,-1,-0.0006,1560,0,0.0557,16,-0.0006,0,0.0154,0.0
10563,2025-02-06,317830,0,2,0.0178,0.244,-0.0064,0.1207,8820,9659622,-1,0.0023,8840,1,0.0306,23,-0.0034,10,0.0,0.0
10562,2025-02-06,304100,0,2,0.0177,0.1873,0.0071,0.1714,33150,6316919,-1,-0.003,33050,8,0.0226,43,-0.0166,33,0.0,0.0
10561,2025-02-06,301300,0,2,0.0,0.2126,-0.015,0.1246,6770,3242764,-1,-0.0222,6620,1,0.0103,54,-0.0399,10,-0.003,0.0
10560,2025-02-06,294570,0,2,0.0,0.1583,0.0,0.1488,18220,227744,-1,-0.0055,18120,0,0.0121,6,-0.0077,1,0.0066,0.0
10559,2025-02-06,270660,0,2,0.0101,0.1517,0.0051,0.1236,20000,3101760,-1,0.005,20100,2,0.01,0,-0.025,51,-0.0205,0.0
10558,2025-02-06,226950,0,2,0.0142,0.1282,0.0142,0.1134,18850,658327,-1,0.0,18850,6,0.0403,9,-0.0021,0,0.0239,0.0
10557,2025-02-06,199430,0,2,0.0148,0.1472,0.003,0.1472,11610,2072517,-1,0.0336,12000,2,0.0336,0,-0.0482,28,-0.0431,-0.05
10556,2025-02-06,179530,0,2,0.0318,0.2997,0.0318,0.2997,2450,412917,26,0.1347,2780,0,0.2163,14,0.0612,3,0.1041,-0.02696748039129282
10555,2025-02-06,176750,0,2,0.0012,0.2128,-0.0093,0.1663,10030,1572915,-1,0.0,10030,0,0.0299,25,-0.003,14,0.0209,0.0
10554,2025-02-06,161580,0,2,0.0162,0.1257,0.0144,0.1005,30650,3657560,-1,0.0131,31050,25,0.0147,0,-0.0179,46,-0.0082,-0.021024578027835417
10553,2025-02-06,160980,0,2,0.2992,0.2992,0.1098,0.1307,11940,2572991,5,0.0184,12160,15,0.0193,0,-0.0302,29,-0.0243,-0.04192851531814612
10552,2025-02-06,131030,0,2,0.0932,0.2605,0.0932,0.1367,7070,6848112,-1,0.0014,7080,0,0.017,3,-0.0127,12,-0.0028,0.0
10551,2025-02-06,123010,0,2,0.0062,0.2654,-0.0173,0.1914,1930,28276204,-1,0.0259,1980,6,0.0264,0,-0.0342,24,-0.0155,-0.05
10550,2025-02-06,119500,0,2,0.004,0.1508,-0.0026,0.1164,4220,1439962,-1,-0.0071,4190,4,-0.0071,0,-0.0569,18,-0.0427,0.0
10549,2025-02-06,102120,0,2,0.0151,0.2088,0.0151,0.1601,10000,6942235,-1,0.013,10130,7,0.022,3,-0.004,56,0.002,-0.010858835143139123
10548,2025-02-06,095910,0,2,0.0187,0.2986,0.0187,0.1269,1385,5249214,34,-0.0144,1365,1,-0.0079,2,-0.0968,9,-0.0614,0.0
10547,2025-02-06,095610,0,2,0.0077,0.2212,0.0035,0.1888,20150,829694,-1,-0.0243,19660,3,0.067,57,-0.0243,0,0.062,0.0
10546,2025-02-06,067160,0,2,0.0198,0.2996,0.0198,0.2731,115600,1862160,193,-0.0087,114600,3,0.0813,55,-0.0095,0,0.0761,0.0
10545,2025-02-06,059270,0,2,0.0,0.2886,-0.0133,0.2272,7400,10649320,-1,0.0068,7450,0,0.0351,9,-0.0162,5,0.0095,0.0
10544,2025-02-06,054620,0,2,0.0,0.1747,0.0,0.1274,5000,191281,-1,0.038,5190,1,0.044,2,0.002,32,0.006,-0.030828516377649384
10543,2025-02-06,039200,0,2,0.0,0.1207,-0.0165,0.106,30250,863397,-1,0.0033,30350,6,0.005,0,-0.0248,11,0.0017,0.0
10542,2025-02-06,000250,0,2,0.1614,0.2651,0.1223,0.2169,202000,2333581,-1,0.0,202000,4,0.0297,3,-0.005,0,0.0149,0.0
10541,2025-02-06,298050,0,1,0.0246,0.1317,0.0246,0.1219,196000,71385,-1,0.0031,196600,5,0.0122,3,-0.0092,7,-0.0015,0.0
10540,2025-02-06,051630,0,1,-0.0121,0.1668,-0.0121,0.1163,5520,2080539,-1,-0.0036,5500,1,0.0127,1,-0.0199,4,0.0,0.0
10539,2025-02-06,018670,0,1,0.0662,0.13,0.0662,0.1087,234500,46998,-1,-0.0149,231000,2,-0.0021,25,-0.0171,0,-0.0128,0.0
10538,2025-02-06,011690,0,1,0.0,0.2299,-0.0054,0.101,2050,1516834,-1,0.0098,2070,2,0.1268,29,0.0,1,0.0366,0.0
10537,2025-02-06,010100,0,1,0.0016,0.2476,0.0016,0.1392,7040,2021700,-1,0.0497,7390,0,0.0497,0,0.0497,0,0.0497,0.0
10536,2025-02-06,008700,0,1,0.0007,0.1997,-0.0146,0.1234,1693,70195762,-1,-0.0047,1685,0,0.0266,46,-0.0154,26,0.0142,0.0
10535,2025-02-06,006490,0,1,0.0041,0.2992,-0.0041,0.2792,1851,12205510,333,-0.0005,1850,0,0.0,0,-0.0967,12,-0.0751,0.0
10534,2025-02-06,002785,0,1,0.0016,0.1405,0.0016,0.1405,3530,17034,-1,-0.0241,3445,0,-0.0241,0,-0.0241,0,-0.0241,0.0
10533,2025-02-05,950140,0,2,0.0104,0.1674,0.0104,0.1437,7720,1673133,-1,0.0,7720,6,0.0181,3,-0.0142,12,-0.0052,0.0
10532,2025-02-05,461300,0,2,0.0475,0.1723,0.0475,0.1034,11850,564942,-1,0.0127,12000,1,0.0169,17,0.0,5,0.0034,-0.009183371185938483
10531,2025-02-05,456010,0,2,0.0447,0.2029,0.0447,0.1075,9170,3590060,-1,0.0087,9250,9,0.0382,46,-0.0098,8,0.0229,0.0
10530,2025-02-05,430690,0,2,-0.0051,0.1119,-0.0051,0.1085,6540,5700347,-1,-0.0321,6330,7,-0.0183,2,-0.0443,21,-0.0336,0.0
10529,2025-02-05,416180,0,2,0.0237,0.1409,0.0148,0.1113,37450,333460,-1,-0.0067,37200,3,0.0507,51,-0.0093,0,0.0347,0.0
10528,2025-02-05,393210,0,2,0.005,0.2994,0.005,0.2994,5230,6530777,430,0.0765,5630,1,0.1797,9,0.0765,0,0.1434,0.09
10527,2025-02-05,384470,0,2,0.0213,0.1518,0.0213,0.1177,7880,708537,-1,0.0254,8080,4,0.0254,0,-0.0292,24,-0.0102,-0.05
10526,2025-02-05,383930,0,2,0.0016,0.1131,0.0016,0.1066,6750,753720,-1,0.0133,6840,4,0.0252,7,-0.0148,1,0.0074,-0.005822559952630035
10525,2025-02-05,356680,0,2,0.0548,0.3,0.0521,0.2438,9080,20288213,83,0.0121,9190,15,0.0143,36,-0.0088,4,-0.0011,-0.013042189506965673
10524,2025-02-05,354320,0,2,0.0131,0.1438,0.0131,0.1068,25400,189108,-1,-0.0138,25050,9,0.0276,5,-0.0256,1,-0.0138,0.0
10523,2025-02-05,351320,0,2,0.3,0.3,0.2071,0.3,2730,4826726,5,-0.0458,2605,0,0.0861,19,-0.0586,0,-0.0147,0.0
10522,2025-02-05,347700,0,2,0.0011,0.179,0.0011,0.1661,5440,1189903,-1,-0.0129,5370,12,-0.0092,35,-0.0551,24,-0.0257,0.0
10521,2025-02-05,327260,0,2,0.0053,0.1441,0.0053,0.1281,6340,188907,-1,-0.0063,6300,0,0.0032,38,-0.0347,12,-0.0205,0.0
10520,2025-02-05,315640,0,2,0.032,0.2073,0.0076,0.1738,7700,5376380,-1,0.0442,8040,5,0.0455,0,-0.013,27,-0.0039,-0.05
10519,2025-02-05,310210,0,2,0.017,0.1507,0.0109,0.1422,94000,387195,-1,0.0085,94800,10,0.033,48,-0.0096,8,0.0223,0.0
10518,2025-02-05,307870,0,2,0.0009,0.1042,0.0009,0.1033,1207,524786,-1,0.0,1207,0,0.0091,1,-0.0447,8,-0.0157,0.0
10517,2025-02-05,244460,0,2,0.0,0.27,-0.007,0.108,2360,586683,-1,0.0975,2590,0,0.2352,18,0.0148,5,0.1208,0.09
10516,2025-02-05,237820,0,2,0.0297,0.2998,0.028,0.1334,6880,10061785,410,-0.0015,6870,3,0.0073,4,-0.0087,2,-0.0044,0.0
10515,2025-02-05,208710,0,2,0.021,0.2996,0.021,0.2996,681,7156578,108,0.1057,753,2,0.1307,0,-0.0044,58,-0.0015,-0.09695215700461235
10514,2025-02-05,208370,0,2,0.0058,0.2373,-0.0058,0.1302,4905,16189167,-1,0.0061,4935,3,0.0194,51,-0.001,1,0.0173,0.0
10513,2025-02-05,200710,0,2,0.0225,0.125,0.0176,0.1013,18150,455176,-1,0.0292,18680,3,0.0727,41,0.0259,0,0.0452,0.015546055188495833
10512,2025-02-05,168360,0,2,0.034,0.284,0.034,0.269,9340,7930421,-1,0.0182,9510,5,0.0225,0,-0.0161,16,-0.0086,-0.026320958554311602
10511,2025-02-05,160980,0,2,0.0107,0.1306,0.0107,0.1306,10560,185764,-1,0.2992,13720,15,0.2992,0,0.1828,23,0.197,0.0
10510,2025-02-05,148780,0,2,0.0,0.281,-0.0078,0.1415,1170,4875891,-1,0.0,1170,0,0.0419,12,-0.0128,1,0.0154,0.0
10509,2025-02-05,147760,0,2,0.01,0.2184,0.01,0.1042,2755,328914,-1,0.02,2810,2,0.0363,3,0.0036,6,0.0127,-0.00715686274509808
10508,2025-02-05,143160,0,2,0.0322,0.1139,0.0322,0.1056,16120,84191,-1,0.0087,16260,1,0.0354,31,0.0056,0,0.0248,0.0
10507,2025-02-05,131760,0,2,0.0147,0.2991,0.0147,0.2991,1238,10008925,552,0.0307,1276,6,0.0574,39,-0.0468,6,0.0048,-0.05
10506,2025-02-05,123010,0,2,0.0499,0.2621,0.0208,0.1234,1620,14002472,-1,0.013,1641,6,0.1821,50,-0.0204,11,0.1346,0.15
10505,2025-02-05,115500,0,2,0.0436,0.2666,0.0416,0.1497,11600,5904921,-1,0.0,11600,11,0.0052,42,-0.0207,2,-0.0017,0.0
10504,2025-02-05,114190,0,2,0.0059,0.2877,0.0035,0.217,10320,4421038,-1,-0.0058,10260,2,0.0126,46,-0.0213,12,-0.0165,0.0
10503,2025-02-05,099750,0,2,0.0006,0.1919,0.0006,0.1366,19550,536777,-1,0.0281,20100,0,0.0409,0,0.0005,59,0.0005,-0.02684563758389269
10502,2025-02-05,062970,0,2,0.0548,0.2326,0.0299,0.1063,6660,17890883,-1,0.006,6700,9,0.0285,52,-0.0375,8,0.006,0.0
10501,2025-02-05,046970,0,2,0.0366,0.1654,0.0346,0.1119,1640,26138015,-1,0.0037,1646,4,0.0098,54,-0.0195,8,0.0,0.0
10500,2025-02-05,042000,0,2,0.0075,0.1932,0.0075,0.1569,54200,4897985,-1,0.0055,54500,3,0.0461,35,-0.0074,1,0.0166,0.0
10499,2025-02-05,011080,0,2,0.0,0.1964,-0.0143,0.1054,1238,15879193,-1,-0.0016,1236,0,0.0129,5,-0.0307,1,0.0057,0.0
10498,2025-02-05,010170,0,2,0.0242,0.2994,0.0242,0.2994,1072,26287150,17,0.0634,1140,1,0.0812,0,-0.0336,33,-0.0261,-0.08416400225691167
10497,2025-02-05,580047,2,1,0.0,0.1205,0.0,0.1007,17770,15802,-1,0.0,17770,0,0.0416,27,0.0,0,0.0416,0.0
10496,2025-02-05,550092,2,1,0.0,0.1193,0.0,0.1067,22350,834,-1,0.0,22350,0,0.0,0,0.0,0,0.0,0.0
10495,2025-02-05,484870,0,1,0.0147,0.1029,0.0129,0.1029,60000,108050,-1,-0.005,59700,0,0.0083,34,-0.015,2,0.0067,0.0
10494,2025-02-05,454910,0,1,0.0093,0.1384,0.0093,0.112,71500,3123913,-1,-0.0084,70900,1,0.0168,22,-0.0182,1,-0.0112,0.0
10493,2025-02-05,298040,0,1,0.0793,0.1575,0.0715,0.1441,512000,228062,-1,-0.0098,507000,10,0.0,34,-0.0244,10,-0.0078,0.0
10492,2025-02-05,097230,0,1,0.0033,0.1102,-0.015,0.1052,6620,2435979,-1,-0.0015,6610,12,0.0,0,-0.0529,59,-0.0498,0.0
10491,2025-02-05,034120,0,1,0.0605,0.1156,0.0455,0.1006,22000,345523,-1,0.0114,22250,2,0.0409,53,0.0,6,0.0386,0.02689341506822207
10490,2025-02-05,017810,0,1,0.047,0.2652,0.0382,0.2397,12670,2285464,-1,-0.0047,12610,17,0.0103,3,-0.0189,2,-0.011,0.0
10489,2025-02-05,008700,0,1,0.0091,0.289,0.0091,0.2517,1507,45863041,-1,0.002,1510,0,0.0272,10,-0.0166,12,-0.0013,0.0
10488,2025-02-04,900290,0,2,0.1669,0.2996,0.1669,0.2996,5530,17653474,18,0.0018,5540,2,0.0163,1,-0.1139,28,-0.0832,0.0
10487,2025-02-04,450520,0,2,0.0,0.187,-0.0562,0.107,5120,19122302,-1,0.0059,5150,0,0.0215,37,-0.0156,17,0.0,0.0
10486,2025-02-04,377030,0,2,0.0008,0.1538,-0.0142,0.1144,1413,2476118,-1,-0.0099,1399,1,0.0198,3,-0.0099,0,0.0191,0.0
10485,2025-02-04,369370,0,2,0.2004,0.2872,0.0608,0.1104,1790,1403843,-1,0.0006,1791,0,0.0335,2,-0.0291,48,-0.0285,0.0
10484,2025-02-04,366030,0,2,0.0936,0.2461,0.0924,0.1044,4600,10051301,-1,0.0033,4615,0,0.05,4,-0.0011,25,0.0359,0.0
10483,2025-02-04,351320,0,2,0.2995,0.2995,0.2995,0.2995,2100,197340,5,0.3,2730,0,0.3,0,0.3,0,0.3,0.0
10482,2025-02-04,323350,0,2,-0.0097,0.1364,-0.0276,0.1071,6820,908822,-1,0.0015,6830,0,0.0528,54,-0.0205,3,0.0264,0.0
10481,2025-02-04,301300,0,2,0.0042,0.2997,-0.0463,0.2997,6180,3428812,620,0.0987,6790,1,0.1602,0,0.0146,57,0.0259,-0.06626012560298533
10480,2025-02-04,300080,0,2,0.036,0.2806,0.036,0.2182,25400,2754391,-1,0.0591,26900,3,0.0709,1,-0.0335,27,-0.0098,-0.06505523557737702
10479,2025-02-04,267320,0,2,-0.0099,0.2666,-0.0177,0.1727,2125,3710331,-1,0.0047,2135,1,0.0188,44,-0.0353,11,-0.0024,0.0
10478,2025-02-04,113810,0,2,-0.0261,0.2959,-0.0314,0.2231,1831,12317886,748,-0.0087,1815,0,0.0235,1,-0.0306,57,-0.0262,0.0
10477,2025-02-04,107600,0,2,0.0301,0.1448,0.0301,0.1125,19970,208839,-1,0.0541,21050,3,0.0541,0,-0.0481,17,-0.0295,-0.07930936343800399
10476,2025-02-04,096250,0,2,-0.0133,0.25,-0.0539,0.182,13380,3852155,-1,-0.0374,12880,0,0.1069,58,-0.0538,1,0.0538,0.0
10475,2025-02-04,065440,0,2,0.0085,0.2003,0.0085,0.2003,1690,2969496,-1,-0.0006,1689,0,-0.0006,0,-0.029,1,-0.013,0.0
10474,2025-02-04,064480,0,2,0.0383,0.2135,-0.031,0.1551,6330,5805322,-1,-0.0126,6250,4,0.0142,49,-0.0237,1,0.0095,0.0
10473,2025-02-04,042000,0,2,-0.0182,0.1578,-0.0182,0.1371,46850,4096008,-1,0.0064,47150,3,0.1014,23,0.0011,0,0.0886,0.0
10472,2025-02-04,039290,0,2,-0.0081,0.1503,-0.047,0.106,8240,1897913,-1,-0.04,7910,1,-0.0243,28,-0.057,14,-0.0388,0.0
10471,2025-02-04,027580,0,2,0.0786,0.2544,0.0144,0.1961,1415,37344105,-1,0.029,1456,3,0.0749,33,0.0035,4,0.0163,-0.012342079689018348
10470,2025-02-04,024060,0,2,0.1315,0.2462,0.0371,0.2167,14430,10243356,-1,-0.0388,13870,7,0.0042,9,-0.0638,57,-0.0596,0.0
10469,2025-02-04,700025,2,1,0.0,0.165,0.0,0.1447,5895,10929,-1,0.0,5895,0,0.0153,31,0.0,0,0.0136,0.0
10468,2025-02-04,610067,2,1,0.1452,0.1617,0.1297,0.1326,5850,67703,-1,0.0256,6000,0,0.0274,0,0.0197,55,0.0231,-0.0024375975039002684
10467,2025-02-04,580055,2,1,0.1611,0.1765,0.1415,0.1492,6740,233061,-1,0.0223,6890,0,0.0223,0,0.0134,0,0.0134,-0.008705859336789468
10466,2025-02-04,570093,2,1,0.1569,0.176,0.1415,0.1415,7785,247789,-1,0.0218,7955,0,0.025,0,0.0173,39,0.0173,-0.004403992953611269
10465,2025-02-04,570088,2,1,0.1269,0.1593,0.1062,0.1166,4310,88337,-1,-0.0766,3980,0,-0.0766,0,-0.08,0,-0.0777,0.0
10464,2025-02-04,550081,2,1,0.0,0.1672,0.0,0.1309,5140,145,-1,0.0,5140,0,0.0,0,-0.0934,11,-0.0866,0.0
10463,2025-02-04,550074,2,1,0.1398,0.152,0.1125,0.1185,368,1325303,-1,0.038,382,0,0.038,0,0.0272,56,0.0272,-0.010404624277456809
10462,2025-02-04,530111,2,1,0.1584,0.1752,0.1366,0.1485,5800,1528825,-1,0.019,5910,0,0.019,0,0.0112,7,0.0112,-0.007654563297350148
10461,2025-02-04,530109,2,1,0.138,0.17,0.1115,0.1269,5105,928057,-1,-0.0862,4665,0,-0.0813,33,-0.1361,0,-0.0823,0.0
10460,2025-02-04,520085,2,1,0.0,0.1252,0.0,0.111,22575,5704,-1,0.0,22575,0,0.0,0,-0.0622,2,-0.0571,0.0
10459,2025-02-04,520076,2,1,0.0,0.1374,0.0,0.1247,15555,108158,-1,0.01,15710,0,0.01,0,0.0071,0,0.0071,-0.002871287128712763
10458,2025-02-04,510037,2,1,0.1652,0.1791,0.138,0.1432,7785,39877,-1,0.0315,8030,0,0.0315,0,0.0019,0,0.0199,-0.01124575860397481
10457,2025-02-04,500082,2,1,0.167,0.1818,0.1456,0.1456,7750,145311,-1,0.0239,7935,0,0.0239,0,0.0187,0,0.0194,-0.004394960445355922
10456,2025-02-04,500076,2,1,0.1509,0.1831,0.1221,0.1343,5110,272794,-1,-0.0832,4685,0,-0.0783,0,-0.135,6,-0.0812,0.0
10455,2025-02-04,500057,2,1,0.0,0.1169,0.0,0.1008,5790,8910,-1,0.0,5790,0,0.0,0,-0.0501,1,-0.0484,0.0
10454,2025-02-04,168490,0,1,0.0391,0.2969,0.0312,0.2188,156,45417755,663,-0.0513,148,0,-0.0321,0,-0.1346,57,-0.1282,0.0
10453,2025-02-04,152550,0,1,0.2136,0.2983,0.1864,0.2983,383,29667485,334,0.154,442,0,0.2376,4,0.1123,15,0.1358,-0.015771230502599654
10452,2025-02-04,047400,0,1,0.0862,0.254,0.0522,0.1383,2510,18076766,-1,-0.1036,2250,12,-0.0677,9,-0.1036,0,-0.0896,0.0
10451,2025-02-04,033240,0,1,-0.0026,0.1469,-0.0388,0.1023,17030,2794417,-1,-0.0012,17010,2,0.0799,34,-0.0123,13,0.0511,0.0
10450,2025-02-04,004090,0,1,0.2042,0.2993,0.077,0.2993,16540,7320733,701,0.0018,16570,0,0.0405,9,-0.049,47,-0.0459,0.0
10449,2025-02-04,000910,0,1,0.0672,0.2984,0.0613,0.2727,6440,20994078,100,-0.0994,5800,7,-0.0823,10,-0.1211,46,-0.1134,0.0
10448,2025-02-03,900290,0,2,0.2992,0.2992,0.2992,0.2992,4255,2946843,5,0.1469,4880,2,0.2996,13,0.1434,0,0.2855,0.09
10447,2025-02-03,450950,0,2,0.0633,0.2018,0.0286,0.119,7430,14882995,-1,0.0633,7900,0,0.0929,15,0.0377,6,0.0659,0.0024452177184239865
10446,2025-02-03,450520,0,2,0.0013,0.2984,0.0013,0.2268,4625,8735564,103,0.0054,4650,0,0.0335,22,-0.0281,10,0.0011,0.0
10445,2025-02-03,437730,0,2,-0.017,0.1749,-0.017,0.1094,12370,10092223,-1,-0.0121,12220,7,0.0121,55,-0.0218,0,0.0089,0.0
10444,2025-02-03,434480,0,2,0.0631,0.1783,0.0343,0.1207,5060,6957886,-1,-0.0474,4820,6,-0.0188,24,-0.0672,48,-0.0543,0.0
10443,2025-02-03,417860,0,2,0.1357,0.1471,0.0513,0.1311,9920,155689,-1,0.0,9920,0,0.0312,16,-0.0101,50,0.0111,0.0
10442,2025-02-03,416180,0,2,0.1165,0.2034,0.0776,0.1196,36050,633870,-1,-0.0194,35350,3,-0.0125,2,-0.061,10,-0.043,0.0
10441,2025-02-03,411080,0,2,0.0465,0.1701,0.0196,0.1444,9350,8086841,-1,-0.0481,8900,11,-0.031,26,-0.0556,5,-0.0449,0.0
10440,2025-02-03,402030,0,2,0.0758,0.2714,0.0098,0.2445,25450,1166250,-1,0.0373,26400,4,0.0825,28,0.002,57,0.002,-0.0340306565120988
10439,2025-02-03,389500,0,2,0.0,0.1118,-0.0151,0.1075,25750,350460,-1,0.0,25750,6,0.1223,44,-0.033,1,0.068,0.0
10438,2025-02-03,382150,0,2,0.0696,0.2401,0.0232,0.1869,8700,6445871,-1,0.0172,8850,0,0.077,8,0.0057,1,0.0667,0.04866299646087291
10437,2025-02-03,377480,0,2,0.2432,0.2432,0.1017,0.1315,22800,2340179,-1,0.0197,23250,5,0.0482,13,-0.0351,43,-0.0197,-0.05
10436,2025-02-03,356890,0,2,0.0126,0.2374,-0.0189,0.1903,3785,4741037,-1,-0.0462,3610,2,-0.0396,1,-0.1044,10,-0.0898,0.0
10435,2025-02-03,348080,0,2,0.1517,0.2765,0.0427,0.2006,760,2942859,-1,0.1316,860,1,0.2895,24,0.1211,0,0.1421,0.09
10434,2025-02-03,332570,0,2,0.1269,0.2687,0.0896,0.1791,4740,36940060,-1,-0.0158,4665,0,0.0285,46,-0.0253,6,0.0,0.0
10433,2025-02-03,317830,0,2,0.0276,0.299,0.0116,0.2424,8560,3018115,737,-0.0526,8110,1,-0.0164,33,-0.0759,9,-0.0199,0.0
10432,2025-02-03,305090,0,2,0.0303,0.1434,0.0303,0.1343,11230,355857,-1,-0.0089,11130,0,-0.0089,0,-0.0472,47,-0.0401,0.0
10431,2025-02-03,304100,0,2,0.0427,0.1966,0.0256,0.1816,27650,2932867,-1,0.0307,28500,6,0.0904,10,0.0289,0,0.0416,0.010575337149510089
10430,2025-02-03,301300,0,2,0.0012,0.1728,0.0012,0.1654,4755,872379,-1,0.0053,4780,1,0.0063,16,-0.0442,38,-0.04,0.0
10429,2025-02-03,300080,0,2,0.2523,0.2991,0.1246,0.2991,20850,1314209,165,0.0024,20900,3,0.2086,23,0.0024,0,0.0911,0.0
10428,2025-02-03,277810,0,2,-0.0121,0.2146,-0.0121,0.2126,299500,1839937,-1,-0.0184,294000,4,0.0467,38,-0.0184,0,0.0184,0.0
10427,2025-02-03,232680,0,2,0.0,0.299,0.0,0.299,8820,2936152,707,0.0351,9130,4,0.1383,31,0.0113,0,0.0805,0.043860496570379714
10426,2025-02-03,226950,0,2,0.0779,0.1586,0.0517,0.1544,16300,1251624,-1,-0.0012,16280,6,-0.0012,0,-0.0497,46,-0.0485,0.0
10425,2025-02-03,219550,0,2,0.0241,0.2272,0.0241,0.1601,674,8363846,-1,0.003,676,6,0.0401,2,-0.0282,20,0.0208,0.0
10424,2025-02-03,189330,0,2,0.0,0.1322,-0.0201,0.1236,7820,333543,-1,0.009,7890,0,0.009,0,-0.0831,3,-0.0601,0.0
10423,2025-02-03,160190,0,2,-0.0048,0.2814,-0.0048,0.2242,38500,3187875,-1,-0.013,38000,6,0.1844,55,-0.0416,0,0.1766,0.0
10422,2025-02-03,108490,0,2,-0.016,0.1543,-0.016,0.1263,42350,4438206,-1,-0.0295,41100,8,0.0626,49,-0.039,0,-0.0035,0.0
10421,2025-02-03,084440,0,2,0.0051,0.1308,-0.0196,0.1215,1089,726439,-1,0.0,1089,0,0.0193,6,-0.0413,1,-0.0055,0.0
10420,2025-02-03,060240,0,2,0.0559,0.1968,0.016,0.1144,419,2924060,-1,0.0286,431,0,0.0286,0,-0.0716,12,-0.0334,-0.05
10419,2025-02-03,059120,0,2,0.0,0.1514,-0.0028,0.1125,8010,2073352,-1,0.0899,8730,1,0.1823,4,0.0674,0,0.0924,0.0022937884209559556
10418,2025-02-03,058610,0,2,-0.0036,0.1586,-0.0036,0.1279,31300,3408643,-1,-0.0256,30500,2,0.0144,55,-0.0319,4,-0.0032,0.0
10417,2025-02-03,047560,0,2,0.0963,0.1307,0.0321,0.1124,24250,3133588,-1,0.0351,25100,13,0.0784,4,0.0186,48,0.0351,0.0
10416,2025-02-03,039310,0,2,-0.0013,0.1265,-0.0369,0.1033,1762,352180,-1,-0.004,1755,1,0.0953,24,-0.004,0,0.0505,0.0
10415,2025-02-03,033160,0,2,0.2997,0.2997,0.2997,0.2997,8890,608105,4,0.1316,10060,9,0.2373,17,0.0979,2,0.171,0.09
10414,2025-02-03,032580,0,2,0.2574,0.2996,0.2236,0.2996,1540,9546546,37,0.0162,1565,0,0.2584,31,0.0071,0,0.2156,0.15
10413,2025-02-03,700020,2,1,0.1833,0.2122,0.1758,0.2073,36220,20479,-1,-0.1605,30405,0,-0.1503,4,-0.1605,0,-0.1605,0.0
10412,2025-02-03,610054,2,1,0.2037,0.2256,0.1825,0.2128,36020,29725,-1,-0.1485,30670,0,-0.137,51,-0.156,23,-0.1417,0.0
10411,2025-02-03,610044,2,1,0.0993,0.1046,0.0878,0.1046,22910,21811,-1,-0.0818,21035,0,-0.0738,54,-0.0834,1,-0.0762,0.0
10410,2025-02-03,580046,2,1,0.1857,0.1991,0.1599,0.1926,35605,45765,-1,-0.1424,30535,0,-0.135,53,-0.1529,10,-0.1373,0.0
10409,2025-02-03,580021,2,1,0.1071,0.1197,0.0887,0.1164,13285,72092,-1,-0.0685,12375,0,-0.0587,44,-0.0708,22,-0.0591,0.0
10408,2025-02-03,570084,2,1,0.2118,0.2328,0.1792,0.2273,36530,125739,-1,-0.1447,31245,0,-0.1337,49,-0.1554,22,-0.1363,0.0
10407,2025-02-03,570069,2,1,0.1037,0.1156,0.073,0.1079,18585,2712,-1,0.0301,19145,0,0.0371,11,0.0231,55,0.0231,-0.0067954567517717335
10406,2025-02-03,570061,2,1,0.0,0.1194,0.0,0.1089,27490,1414,-1,0.0,27490,0,0.0,0,0.0,0,0.0,0.0
10405,2025-02-03,550064,2,1,0.0,0.1237,0.0,0.1237,21940,153,-1,0.0,21940,0,0.0,0,-0.028,14,-0.028,0.0
10404,2025-02-03,530102,2,1,0.211,0.2346,0.1904,0.2306,39430,894735,-1,-0.1428,33800,0,-0.1331,52,-0.1539,24,-0.1375,0.0
10403,2025-02-03,520085,2,1,0.1289,0.1339,0.1278,0.1339,20320,197,-1,0.0,20320,0,0.0581,24,0.0,0,0.0581,0.0
10402,2025-02-03,520079,2,1,0.0,0.111,0.0,0.1107,17060,3520,-1,0.0,17060,0,0.0,0,0.0,0,0.0,0.0
10401,2025-02-03,520077,2,1,0.1624,0.1815,0.1481,0.1763,19415,36185,-1,-0.1058,17360,0,-0.1002,41,-0.1143,21,-0.1015,0.0
10400,2025-02-03,520053,2,1,0.1017,0.1082,0.09,0.1082,22785,9653,-1,-0.0783,21000,0,-0.07,55,-0.0838,28,-0.0755,0.0
